CodFuncionario;Genero;Faixa Etária;Tipo de Trabalho;Unidades;Centro de Custo;Data de Contratação;Situação;Tipo Pagamento;Motivo Demissão; Salário 
8964;Masculino;58;Tempo Integral;Três Rios - RJ;TI;10/09/2019;Inativo;Horista;Pedido de Demissão; R$ 5.767,30 
32438;Feminino;43;Contrato;Petrópolis - RJ;Gerente Executivo;10/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.100,89 
710;Feminino;43;Tempo Parcial;Nova Iguaçu - RJ;RH;10/09/2019;Inativo;Horista;Sem Justa Causa; R$ 8.355,53 
28132;Masculino;68;Tempo Integral;Nova Iguaçu - RJ;Financeiro;10/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.904,56 
2210;Feminino;53;Tempo Parcial;Nova Iguaçu - RJ;Operacional;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.764,29 
7952;Masculino;57;Tempo Integral;Angra dos Reis - RJ;Jurídico;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.208,72 
28906;Masculino;18;Tempo Integral;Resende - RJ;Financeiro;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.841,18 
12758;Masculino;63;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.927,52 
9794;Masculino;48;Tempo Integral;Macaé - RJ;Operacional;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.539,08 
27140;Masculino;65;Tempo Integral;Petrópolis - RJ;Operacional;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.211,40 
8512;Feminino;50;Tempo Parcial;Três Rios - RJ;RH;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.423,48 
1648;Feminino;47;Tempo Integral;Nova Iguaçu - RJ;TI;11/09/2019;Inativo;Horista;Sem Justa Causa; R$ 9.822,87 
21762;Feminino;56;Tempo Parcial;Angra dos Reis - RJ;Manutenção;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.855,07 
2816;Feminino;21;Tempo Integral;Macaé - RJ;RH;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.266,41 
10066;Masculino;31;Tempo Parcial;Três Rios - RJ;Manutenção;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.482,65 
9754;Masculino;57;Tempo Integral;Três Rios - RJ;Gerente Executivo;11/09/2019;Inativo;Horista;Pedido de Demissão; R$ 4.452,87 
6804;Feminino;56;Contrato;Três Rios - RJ;Vendas e Marketing;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.704,05 
26214;Masculino;67;Tempo Integral;Angra dos Reis - RJ;Jurídico;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.201,31 
6042;Feminino;34;Tempo Parcial;Niterói - RJ;Pesquisa;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.015,82 
14626;Feminino;34;Tempo Parcial;Niterói - RJ;Manutenção;11/09/2019;Inativo;Horista;Pedido de Demissão; R$ 4.747,84 
8712;Masculino;50;Tempo Integral;Angra dos Reis - RJ;Vendas e Marketing;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.630,89 
16710;Masculino;70;Tempo Integral;Petrópolis - RJ;RH;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.157,02 
5280;Masculino;20;Tempo Parcial;Macaé - RJ;TI;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.008,60 
7924;Masculino;44;Contrato;Petrópolis - RJ;Vendas e Marketing;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.410,78 
12538;Feminino;58;Tempo Integral;Nova Iguaçu - RJ;Financeiro;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.402,76 
14140;Feminino;50;Tempo Integral;Petrópolis - RJ;Financeiro;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.673,92 
9268;Feminino;48;Contrato;Petrópolis - RJ;Vendas e Marketing;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.289,19 
6756;Feminino;67;Tempo Parcial;Petrópolis - RJ;Financeiro;11/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.733,48 
792;Masculino;34;Tempo Integral;Macaé - RJ;TI;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.756,48 
25084;Masculino;69;Tempo Parcial;Nova Iguaçu - RJ;RH;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.734,06 
2038;Masculino;48;Tempo Integral;Macaé - RJ;Pesquisa;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.559,76 
1522;Masculino;59;Tempo Integral;Três Rios - RJ;Pesquisa;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.430,29 
5594;Feminino;21;Tempo Integral;Petrópolis - RJ;Pesquisa;11/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.601,61 
8066;Feminino;22;Tempo Integral;Três Rios - RJ;Financeiro;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.552,13 
2206;Feminino;23;Tempo Integral;Arraial do Cabo - RJ;RH;11/09/2019;Ativo;Horista;Sem Justa Causa; R$ 7.024,06 
82;Masculino;51;Tempo Integral;Niterói - RJ;RH;11/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.642,92 
21694;Feminino;58;Tempo Integral;Três Rios - RJ;Jurídico;12/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.341,08 
13694;Masculino;65;Tempo Parcial;Macaé - RJ;Pesquisa;12/09/2019;Ativo;Horista;Pedido de Demissão; R$ 7.396,60 
20420;Masculino;64;Contrato;Macaé - RJ;TI;12/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 3.115,04 
10566;Masculino;45;Contrato;Macaé - RJ;Manutenção;12/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.617,31 
25240;Feminino;43;Tempo Integral;Petrópolis - RJ;Gerente Executivo;12/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.498,98 
13328;Feminino;35;Tempo Integral;Niterói - RJ;Pesquisa;12/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 4.824,77 
16418;Masculino;70;Tempo Parcial;Três Rios - RJ;Operacional;12/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.566,40 
12188;Masculino;58;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;12/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 8.944,08 
28734;Feminino;55;Tempo Integral;Petrópolis - RJ;Financeiro;12/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.724,21 
15602;Feminino;22;Contrato;Macaé - RJ;Jurídico;12/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 4.946,87 
11224;Masculino;26;Tempo Parcial;Petrópolis - RJ;Operacional;12/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.484,04 
12190;Feminino;19;Tempo Integral;Petrópolis - RJ;Financeiro;12/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.277,11 
20920;Masculino;30;Tempo Integral;Três Rios - RJ;Operacional;12/09/2019;Ativo;Horista;Sem Justa Causa; R$ 8.332,65 
52;Masculino;56;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;12/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.887,14 
5648;Masculino;68;Tempo Integral;Petrópolis - RJ;Jurídico;12/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.430,98 
2932;Masculino;64;Tempo Integral;Macaé - RJ;Pesquisa;12/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.979,76 
10632;Feminino;50;Tempo Parcial;Três Rios - RJ;Pesquisa;13/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.405,76 
3802;Masculino;36;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;13/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.192,67 
28374;Masculino;34;Contrato;Três Rios - RJ;Financeiro;13/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.962,48 
11770;Masculino;32;Tempo Integral;Niterói - RJ;Operacional;13/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.887,27 
8552;Masculino;30;Tempo Integral;Macaé - RJ;Manutenção;13/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.767,39 
6516;Masculino;31;Tempo Parcial;Macaé - RJ;Vendas e Marketing;13/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.679,29 
9078;Feminino;21;Tempo Parcial;Angra dos Reis - RJ;RH;13/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.261,17 
3022;Masculino;38;Tempo Integral;Macaé - RJ;Manutenção;13/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.489,00 
32430;Feminino;53;Tempo Integral;Nova Iguaçu - RJ;Jurídico;13/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.023,00 
26948;Masculino;23;Tempo Integral;Três Rios - RJ;TI;13/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 4.421,76 
4898;Feminino;20;Tempo Integral;Nova Iguaçu - RJ;Gerente Executivo;13/09/2019;Ativo;Horista;Sem Justa Causa; R$ 4.149,79 
9066;Masculino;33;Tempo Integral;Macaé - RJ;Financeiro;13/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.851,61 
21860;Feminino;20;Tempo Integral;Macaé - RJ;Gerente Executivo;13/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.977,86 
12378;Masculino;24;Tempo Parcial;Niterói - RJ;Gerente Executivo;13/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.357,99 
12396;Masculino;57;Tempo Parcial;Angra dos Reis - RJ;Operacional;13/09/2019;Ativo;Horista;Sem Justa Causa; R$ 9.617,37 
7604;Masculino;56;Tempo Integral;Niterói - RJ;Jurídico;13/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.914,13 
15398;Feminino;67;Contrato;Niterói - RJ;Financeiro;15/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.270,90 
8838;Feminino;26;Tempo Integral;Niterói - RJ;Gerente Executivo;15/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.580,58 
12068;Masculino;44;Tempo Integral;Angra dos Reis - RJ;RH;16/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 7.606,21 
13476;Masculino;42;Tempo Integral;Macaé - RJ;Operacional;16/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.801,66 
15938;Masculino;51;Contrato;Três Rios - RJ;Operacional;16/09/2019;Inativo;Horista;Sem Justa Causa; R$ 5.210,70 
27800;Feminino;25;Tempo Integral;Arraial do Cabo - RJ;Vendas e Marketing;16/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.574,99 
13008;Masculino;65;Contrato;Niterói - RJ;Gerente Executivo;16/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 5.876,20 
4480;Feminino;22;Tempo Integral;Nova Iguaçu - RJ;Financeiro;16/09/2019;Inativo;Horista;Sem Justa Causa; R$ 5.759,62 
15984;Masculino;46;Contrato;Arraial do Cabo - RJ;Manutenção;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.129,85 
10416;Masculino;31;Tempo Parcial;Niterói - RJ;Gerente Executivo;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.441,02 
15068;Feminino;43;Tempo Integral;Macaé - RJ;RH;16/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.727,06 
6430;Masculino;58;Contrato;Macaé - RJ;Vendas e Marketing;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.565,91 
3758;Masculino;59;Tempo Integral;Petrópolis - RJ;Jurídico;16/09/2019;Ativo;Horista;Sem Justa Causa; R$ 7.978,59 
15648;Masculino;49;Contrato;Macaé - RJ;Operacional;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.389,42 
11466;Feminino;29;Tempo Integral;Macaé - RJ;Pesquisa;16/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.403,25 
17584;Feminino;68;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.603,02 
12174;Masculino;18;Tempo Parcial;Nova Iguaçu - RJ;Vendas e Marketing;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.802,90 
27958;Masculino;55;Tempo Parcial;Macaé - RJ;Pesquisa;16/09/2019;Ativo;Horista;Sem Justa Causa; R$ 4.342,03 
15164;Feminino;29;Tempo Parcial;Arraial do Cabo - RJ;RH;16/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.877,87 
15556;Masculino;38;Contrato;Nova Iguaçu - RJ;Financeiro;16/09/2019;Inativo;Horista;Sem Justa Causa; R$ 8.687,02 
17412;Feminino;64;Tempo Integral;Niterói - RJ;Pesquisa;16/09/2019;Inativo;Horista;Sem Justa Causa; R$ 7.576,68 
4344;Masculino;49;Tempo Integral;Petrópolis - RJ;RH;16/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.479,35 
2398;Masculino;66;Tempo Integral;Três Rios - RJ;Vendas e Marketing;16/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.909,62 
14182;Feminino;66;Contrato;Nova Iguaçu - RJ;Gerente Executivo;17/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.890,92 
8952;Feminino;46;Tempo Integral;Angra dos Reis - RJ;Vendas e Marketing;17/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.669,60 
8322;Masculino;47;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;17/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 5.741,87 
13690;Masculino;20;Tempo Parcial;Três Rios - RJ;Manutenção;17/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.407,55 
32448;Feminino;37;Tempo Integral;Angra dos Reis - RJ;Operacional;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.681,72 
13778;Masculino;33;Tempo Parcial;Macaé - RJ;Jurídico;17/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.156,92 
18018;Masculino;29;Tempo Parcial;Niterói - RJ;Pesquisa;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.771,79 
18912;Feminino;35;Tempo Integral;Três Rios - RJ;Pesquisa;17/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.590,41 
712;Feminino;27;Tempo Parcial;Três Rios - RJ;Manutenção;17/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 2.605,68 
29788;Feminino;18;Tempo Integral;Macaé - RJ;Operacional;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.010,15 
29548;Feminino;20;Contrato;Niterói - RJ;RH;17/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.976,30 
872;Masculino;50;Tempo Integral;Três Rios - RJ;TI;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.132,24 
20844;Feminino;70;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;17/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 4.155,89 
1588;Feminino;41;Tempo Parcial;Petrópolis - RJ;Manutenção;17/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.107,75 
6578;Feminino;37;Tempo Integral;Petrópolis - RJ;Financeiro;17/09/2019;Ativo;Horista;Sem Justa Causa; R$ 9.462,71 
15570;Masculino;39;Tempo Parcial;Niterói - RJ;Pesquisa;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.628,17 
13618;Feminino;63;Tempo Integral;Três Rios - RJ;TI;17/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 5.905,65 
31388;Masculino;60;Tempo Integral;Três Rios - RJ;Vendas e Marketing;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.599,70 
13282;Masculino;33;Tempo Integral;Angra dos Reis - RJ;Financeiro;17/09/2019;Ativo;Horista;Pedido de Demissão; R$ 4.645,34 
15952;Masculino;21;Tempo Parcial;Três Rios - RJ;TI;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.411,76 
19858;Feminino;57;Tempo Integral;Nova Iguaçu - RJ;Operacional;17/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 8.108,44 
15416;Feminino;41;Tempo Integral;Petrópolis - RJ;Manutenção;17/09/2019;Ativo;Horista;Sem Justa Causa; R$ 8.664,54 
1334;Feminino;38;Tempo Parcial;Petrópolis - RJ;Financeiro;17/09/2019;Ativo;Horista;Sem Justa Causa; R$ 8.683,83 
12508;Masculino;48;Tempo Integral;Petrópolis - RJ;Manutenção;17/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.500,29 
7788;Masculino;56;Tempo Integral;Macaé - RJ;Vendas e Marketing;17/09/2019;Ativo;Horista;Sem Justa Causa; R$ 5.474,24 
13640;Feminino;70;Tempo Integral;Nova Iguaçu - RJ;TI;17/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 4.579,06 
9362;Masculino;41;Tempo Parcial;Macaé - RJ;Vendas e Marketing;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.484,41 
7348;Feminino;58;Tempo Integral;Petrópolis - RJ;Jurídico;17/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.574,69 
2568;Masculino;34;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;17/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.565,11 
16462;Masculino;19;Tempo Integral;Três Rios - RJ;Operacional;17/09/2019;Ativo;Horista;Sem Justa Causa; R$ 7.822,28 
8882;Feminino;33;Tempo Parcial;Petrópolis - RJ;Vendas e Marketing;18/09/2019;Ativo;Horista;Pedido de Demissão; R$ 3.333,03 
7026;Masculino;68;Tempo Integral;Macaé - RJ;Manutenção;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.817,73 
9020;Masculino;57;Contrato;Niterói - RJ;Gerente Executivo;18/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 3.925,77 
14008;Feminino;26;Tempo Integral;Petrópolis - RJ;RH;18/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 9.729,17 
7978;Feminino;25;Tempo Parcial;Arraial do Cabo - RJ;RH;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.221,41 
6632;Masculino;66;Contrato;Arraial do Cabo - RJ;Operacional;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.599,08 
14246;Masculino;45;Tempo Parcial;Angra dos Reis - RJ;Operacional;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.788,86 
1280;Masculino;66;Tempo Parcial;Macaé - RJ;TI;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.818,14 
14034;Feminino;49;Tempo Integral;Niterói - RJ;Manutenção;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.817,70 
7906;Feminino;41;Tempo Integral;Angra dos Reis - RJ;Gerente Executivo;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.582,03 
5056;Masculino;64;Tempo Integral;Niterói - RJ;Operacional;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.651,66 
12314;Masculino;21;Tempo Integral;Angra dos Reis - RJ;Operacional;18/09/2019;Inativo;Mensalista;Pedido de Demissão; R$ 4.594,12 
13396;Feminino;64;Tempo Integral;Macaé - RJ;Gerente Executivo;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.279,25 
18856;Feminino;27;Contrato;Macaé - RJ;Pesquisa;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.706,41 
980;Masculino;69;Tempo Integral;Nova Iguaçu - RJ;TI;18/09/2019;Ativo;Horista;Sem Justa Causa; R$ 7.098,22 
32632;Feminino;21;Tempo Integral;Três Rios - RJ;Operacional;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.427,75 
3524;Feminino;34;Tempo Integral;Nova Iguaçu - RJ;TI;18/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.777,99 
11840;Feminino;56;Contrato;Três Rios - RJ;Manutenção;18/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.710,69 
12048;Masculino;31;Tempo Integral;Macaé - RJ;Pesquisa;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.966,35 
31630;Feminino;35;Tempo Integral;Três Rios - RJ;Financeiro;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.196,41 
14446;Masculino;32;Tempo Integral;Niterói - RJ;Jurídico;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.946,34 
4494;Masculino;59;Tempo Integral;Três Rios - RJ;Vendas e Marketing;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.760,31 
1726;Feminino;28;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;18/09/2019;Inativo;Horista;Sem Justa Causa; R$ 3.817,18 
29650;Feminino;41;Contrato;Arraial do Cabo - RJ;Financeiro;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.780,99 
11724;Feminino;27;Tempo Parcial;Macaé - RJ;Financeiro;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.134,19 
18166;Masculino;21;Tempo Integral;Macaé - RJ;Jurídico;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.157,52 
8120;Masculino;59;Tempo Parcial;Angra dos Reis - RJ;Financeiro;18/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.964,70 
32930;Masculino;53;Tempo Integral;Macaé - RJ;Gerente Executivo;18/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.797,62 
11516;Masculino;36;Tempo Integral;Angra dos Reis - RJ;RH;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.798,79 
32382;Masculino;40;Tempo Integral;Resende - RJ;Manutenção;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.461,91 
31790;Masculino;44;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;18/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.821,27 
17042;Feminino;54;Tempo Integral;Nova Iguaçu - RJ;RH;18/09/2019;Inativo;Horista;Pedido de Demissão; R$ 4.717,31 
13720;Masculino;66;Contrato;Macaé - RJ;Jurídico;18/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.927,31 
18280;Feminino;36;Tempo Integral;Macaé - RJ;Manutenção;19/09/2019;Ativo;Horista;Pedido de Demissão; R$ 4.657,54 
18720;Feminino;26;Contrato;Macaé - RJ;TI;19/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.826,80 
10026;Masculino;29;Tempo Integral;Arraial do Cabo - RJ;Operacional;19/09/2019;Inativo;Horista;Pedido de Demissão; R$ 7.075,64 
19740;Masculino;26;Tempo Parcial;Angra dos Reis - RJ;TI;19/09/2019;Ativo;Horista;Sem Justa Causa; R$ 5.147,55 
148;Feminino;62;Tempo Integral;Macaé - RJ;Jurídico;19/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.640,23 
24392;Feminino;27;Contrato;Resende - RJ;Gerente Executivo;19/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.483,82 
158;Feminino;54;Tempo Integral;Resende - RJ;Manutenção;19/09/2019;Ativo;Horista;Sem Justa Causa; R$ 5.990,43 
3398;Masculino;41;Tempo Parcial;Macaé - RJ;Gerente Executivo;19/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.532,64 
12136;Masculino;46;Tempo Integral;Três Rios - RJ;Manutenção;19/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.489,96 
12210;Masculino;33;Tempo Integral;Macaé - RJ;TI;19/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.106,54 
15848;Masculino;35;Tempo Parcial;Macaé - RJ;Operacional;19/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.432,20 
1436;Masculino;21;Tempo Integral;Macaé - RJ;Jurídico;19/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.387,49 
24400;Feminino;54;Tempo Integral;Macaé - RJ;Financeiro;19/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.026,09 
13168;Masculino;22;Tempo Integral;Macaé - RJ;Manutenção;19/09/2019;Inativo;Horista;Sem Justa Causa; R$ 4.345,00 
9212;Feminino;66;Tempo Parcial;Petrópolis - RJ;RH;20/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.677,84 
16020;Masculino;49;Tempo Integral;Petrópolis - RJ;Jurídico;20/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.793,29 
21506;Masculino;60;Contrato;Três Rios - RJ;Operacional;20/09/2019;Ativo;Horista;Sem Justa Causa; R$ 8.653,15 
9094;Masculino;45;Contrato;Arraial do Cabo - RJ;Jurídico;20/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.539,82 
23022;Masculino;20;Tempo Integral;Nova Iguaçu - RJ;Operacional;20/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.914,93 
11912;Masculino;53;Tempo Integral;Três Rios - RJ;RH;20/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.270,11 
16544;Masculino;44;Tempo Integral;Macaé - RJ;RH;20/09/2019;Ativo;Horista;Sem Justa Causa; R$ 3.709,68 
15438;Masculino;33;Tempo Parcial;Macaé - RJ;Vendas e Marketing;20/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.860,44 
17538;Feminino;43;Tempo Integral;Angra dos Reis - RJ;RH;23/09/2019;Ativo;Horista;Pedido de Demissão; R$ 5.650,35 
14826;Feminino;27;Tempo Integral;Três Rios - RJ;Financeiro;23/09/2019;Inativo;Horista;Pedido de Demissão; R$ 4.390,46 
8076;Feminino;18;Tempo Integral;Macaé - RJ;Manutenção;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.534,67 
15920;Masculino;61;Tempo Integral;Macaé - RJ;Jurídico;23/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.143,44 
24914;Feminino;70;Tempo Parcial;Macaé - RJ;Manutenção;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.698,82 
28318;Feminino;62;Tempo Parcial;Macaé - RJ;RH;23/09/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.576,71 
30380;Masculino;20;Tempo Integral;Macaé - RJ;Vendas e Marketing;23/09/2019;Ativo;Horista;Sem Justa Causa; R$ 5.730,26 
21234;Masculino;50;Tempo Integral;Macaé - RJ;Gerente Executivo;23/09/2019;Inativo;Horista;Sem Justa Causa; R$ 5.316,19 
11528;Masculino;62;Tempo Integral;Niterói - RJ;RH;23/09/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.165,40 
13010;Masculino;40;Tempo Parcial;Nova Iguaçu - RJ;Pesquisa;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.073,49 
8036;Feminino;43;Tempo Parcial;Resende - RJ;Operacional;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.098,99 
15592;Masculino;66;Tempo Integral;Macaé - RJ;Pesquisa;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.454,19 
10276;Feminino;26;Tempo Integral;Macaé - RJ;Jurídico;23/09/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.181,34 
30626;Masculino;53;Contrato;Macaé - RJ;Jurídico;24/09/2019;Ativo;Horista;Sem Justa Causa; R$ 8.201,62 
